Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2018-01-02,40.341880798339844,40.35125047209825,39.63930535276698,39.850080130528944,102223600
2018-01-03,40.33485794067383,40.87818470235895,40.27162871938751,40.405116204475696,118071600
2018-01-04,40.522216796875,40.625261785880404,40.299735247059225,40.407461500303675,89738400
2018-01-05,40.98356628417969,41.07021610938013,40.526892974566934,40.618227636489486,94640000
2018-01-08,40.831356048583984,41.126436533395285,40.73299231349569,40.831356048583984,82271200
2018-01-09,40.82666015625,40.997619183214475,40.61120411200408,40.8781826422092,86336000
2018-01-10,40.81729507446289,40.81963927994158,40.515189166880944,40.552660719700334,95839600
2018-01-11,41.04914093017578,41.09832278351817,40.864130969186505,40.88754800652957,74670800
2018-01-12,41.47304153442383,41.53627434620208,41.13580463625278,41.25992605384564,101672400
2018-01-16,41.26226043701172,42.01167360260789,41.25055013043537,41.662726478142304,118263600
2018-01-17,41.94377136230469,41.978898718449194,40.99997827671709,41.252902387927264,137547200
2018-01-18,41.981224060058594,42.17794790326898,41.74469161004063,42.00698530300974,124773600
2018-01-19,41.793880462646484,42.056174199536976,41.54797829756957,41.82900781187855,129700400
2018-01-22,41.45196533203125,41.63463472388685,41.35829000361264,41.52222361508757,108434400
2018-01-23,41.46131896972656,42.02338149170278,41.4098000560253,41.52221113102708,130756400
2018-01-24,40.80091094970703,41.52222239244202,40.5620342237433,41.51051208336333,204420400
2018-01-25,40.072566986083984,40.97186281875041,39.93673528633479,40.86881783456247,166116000
2018-01-26,40.16624069213867,40.28099597876492,39.82666324306097,40.28099597876492,156572000
2018-01-29,39.33486557006836,39.850086936789836,39.126434961888506,39.850086936789836,202561600
2018-01-30,39.10301971435547,39.196695039895985,38.57140312952726,38.765782824834226,184192800
2018-01-31,39.21072769165039,39.44726367455829,38.99293105329121,39.07958086767287,129915600
2018-02-01,39.2927131652832,39.48943348596959,39.05383644817289,39.149855976180945,188923200
2018-02-02,37.587799072265625,39.063208722509444,37.49412374384701,38.8758544921875,346375200
2018-02-05,36.648681640625,38.37935916282286,36.53392635472329,37.25992247449914,290954000
2018-02-06,38.180301666259766,38.34189463418348,36.06554928926782,36.2599289772424,272975200
2018-02-07,37.36296081542969,38.26694136965625,37.25289394932858,38.19434247833096,206434400
2018-02-08,36.33485794067383,37.70488146039845,36.30675606695096,37.53860370274349,217562000
2018-02-09,36.779293060302734,37.12730914186198,35.32843847604352,36.93449073015276,282690400
2018-02-12,38.26071548461914,38.53818682737063,37.03794995477904,37.27074644509429,243278000
2018-02-13,38.64400863647461,38.74041964665234,38.01146342597023,38.0820081550772,130196800
2018-02-14,39.35649871826172,39.39647322333067,38.300692420481404,38.33831316239398,162579600
2018-02-15,40.67802047729492,40.70153298957986,39.73978404743447,39.925548323114,204588800
2018-02-16,40.54633331298828,41.108337225733806,40.3911392578911,40.529874914016396,160704400
2018-02-20,40.40995407104492,40.976654782310895,40.308839143672124,40.45698268440411,135722000
2018-02-21,40.226539611816406,40.9437340323257,40.212427798685475,40.64039642899439,149886400
2018-02-22,40.562801361083984,40.903763321580946,40.37703706692749,40.39819940650478,123967600
2018-02-23,41.268245697021484,41.303516266669185,40.807356587986256,40.83792680705018,135249600
2018-02-26,42.084205627441406,42.18296681191079,41.43520202033378,41.468122415156905,152648800
2018-02-27,41.94781494140625,42.439270627879786,41.89373221115718,42.11477065833186,155712400
2018-02-28,41.88432312011719,42.4721897868067,41.867864719237645,42.15239017660547,151128400
2018-03-01,41.150672912597656,42.27467386282315,40.600430490213576,41.98309066020018,195208000
2018-03-02,41.43519592285156,41.4563582618264,40.55104215533317,40.63334492430652,153816000
2018-03-05,41.578651428222656,41.79498601478921,41.03781316777888,41.20006500471749,113605600
2018-03-06,41.54336929321289,41.91490152976552,41.416391647125984,41.83495250859769,95154000
2018-03-07,41.15773010253906,41.35055213514878,40.97901988709075,41.13656775887825,126814000
2018-03-08,41.606868743896484,41.64919343889344,41.167145446061035,41.2635528917946,95096400
2018-03-09,42.32170104980469,42.32640498834735,41.71267197249416,41.84670731055642,128740800
2018-03-12,42.73086166381836,42.88840953350741,42.375791413150864,42.39459999300716,128828400
2018-03-13,42.3193473815918,43.149414857195474,42.14769131351788,42.93543052183893,126774000
2018-03-14,41.95956802368164,42.44867347719776,41.81142448874584,42.40164486567859,117473600
2018-03-15,42.00896072387695,42.38284674121502,41.87257878171579,41.973690150568764,90975200
2018-03-16,41.86082077026367,42.11948001357857,41.766759927922955,42.00896076636214,157618800
2018-03-19,41.2212028503418,41.731470580802444,40.83556254036887,41.69620002332579,133787200
2018-03-20,41.20711135864258,41.57393965755342,41.13656662699339,41.20711135864258,78597600
2018-03-21,40.273582458496094,41.1718411237621,40.27122869478247,41.160083069357306,148219600
2018-03-22,39.70452117919922,40.60512987021308,39.645734505015064,39.974938445224794,165963200
2018-03-23,38.78508377075195,39.9561129244541,38.78508377075195,39.59633888573806,164115200
2018-03-26,40.62630081176758,40.70389966183023,39.13782160722977,39.52111191837289,150164800
2018-03-27,39.5845947265625,41.185943183911476,39.250686842203656,40.840277246909274,163690400
2018-03-28,39.147216796875,39.979638021810935,38.8438791699243,39.32828073826218,166674000
2018-03-29,39.45290756225586,40.386440118710794,39.24597734680386,39.45996167523232,153594000
2018-04-02,39.194244384765625,39.7256781438141,38.674572264626626,39.184840096912744,150347200
2018-04-03,39.59634780883789,39.6810007539685,38.77098428485459,39.41998780548692,121112000
2018-04-04,40.35352325439453,40.44758049433387,38.74512077027734,38.770987049468715,138422000
2018-04-05,40.63335418701172,40.9696122764427,40.46404826051155,40.581621621244764,107732800
2018-04-06,39.59401321411133,40.55811279230542,39.551684930863075,40.203042470870834,140021200
2018-04-09,39.98670196533203,40.7015464424133,39.939673337164926,39.94672745198727,116070800
2018-04-10,40.73916244506836,40.91552245565307,40.334709867083134,40.680375774873454,113634400
2018-04-11,40.5486946105957,40.89671069695223,40.374684773390626,40.49931222839776,89726400
2018-04-12,40.948448181152344,41.150674496485806,40.689785363381375,40.77679208647928,91557200
2018-04-13,41.087188720703125,41.34820174464165,40.88026203016001,41.09894677526971,100497200
2018-04-16,41.34349060058594,41.430493723168546,41.1106940979349,41.15772271587,86313600
2018-04-17,41.91254806518555,42.07715003351195,41.4822291842405,41.50104135034263,106421600
2018-04-18,41.8184814453125,42.04892775712022,41.59274265944586,41.8114273325075,83018000
2018-04-19,40.63335418701172,41.242383334476784,40.60043378952859,40.85909303030914,139235200
2018-04-20,38.96851348876953,40.261820407726134,38.900318932823346,40.11603059413015,261964400
2018-04-23,38.855628967285156,39.25067356851892,38.58520820015359,39.22951123374983,146062000
2018-04-24,38.314796447753906,39.11194346276698,37.91034391508117,38.95674580970701,134768000
2018-04-25,38.48175048828125,38.897961092108815,38.190170918548375,38.23954970914032,113528400
2018-04-26,38.61578369140625,38.97085384618492,38.415907600882896,38.59226759085532,111852000
2018-04-27,38.169002532958984,38.641645965443644,37.77160415594993,38.564047147324764,142623200
2018-04-30,38.86033248901367,39.330625769670974,38.05613140965605,38.124325944661024,169709600
2018-05-01,39.763309478759766,39.786821996562225,38.862697162878376,39.13076426459355,214277600
2018-05-02,41.51985549926758,41.7973268894039,40.868498120583496,41.20475618707623,266157600
2018-05-03,41.59510040283203,41.73854003605556,41.01899169459304,41.357603523058685,136272800
2018-05-04,43.227020263671875,43.32578145161109,41.89608901981912,41.91490118724384,224805200
2018-05-07,43.53976058959961,44.12997747093147,43.4433495886489,43.544460939850644,169805600
2018-05-08,43.74903106689453,43.78900556327997,43.18938094139274,43.49977621410719,113611200
2018-05-09,44.05707931518555,44.066483603045754,43.5538655954105,43.86661109054945,92844800
2018-05-10,44.68727111816406,44.76486994901451,44.12527072629571,44.146436653293755,111957200
2018-05-11,44.51731872558594,44.86431758098543,44.248217939958764,44.729768989116714,104848800
2018-05-14,44.413448333740234,44.739203197154275,44.34499442861878,44.61645441353766,83115200
2018-05-15,44.009803771972656,44.15851859124368,43.69349302796125,44.090061076831134,94780800
2018-05-16,44.420536041259766,44.48663432032754,43.905941254389596,43.92246672462898,76732400
2018-05-17,44.13963317871094,44.592855342417124,43.99091836181578,44.378045851766245,69176000
2018-05-18,43.979122161865234,44.33320237284291,43.93663426545519,44.186850371576995,73190800
2018-05-21,44.29070281982422,44.67783027119842,44.120744075134155,44.37804142960773,73603200
2018-05-22,44.17975997924805,44.585772159242794,44.09005852495706,44.46774544649757,60962800
2018-05-23,44.46302032470703,44.49606765793709,43.84928001970395,43.98855426864203,80233600
2018-05-24,44.413448333740234,44.57632576544726,43.95550773688488,44.55980389947556,92936000
2018-05-25,44.51494598388672,44.76752122268888,44.29541447169025,44.432325861706495,69844000
2018-05-29,44.35443115234375,44.55507797736827,44.11129644543956,44.28361801587763,90056400
2018-05-30,44.26002502441406,44.3780517578125,44.09006624016911,44.31195707526058,74762000
2018-05-31,44.11130905151367,44.432341902163905,43.93899103371972,44.19392920352048,109931200
2018-06-01,44.90681076049805,44.91152923625673,44.31903635845127,44.375690484564544,93770000
2018-06-04,45.28213119506836,45.657455294973495,45.16882655397974,45.23728046579235,105064800
2018-06-05,45.63148880004883,45.78020361623582,45.40723875788195,45.57483828103631,86264000
2018-06-06,45.78964614868164,45.81325293388397,45.30337662938726,45.70702960425292,83734400
2018-06-07,45.666900634765625,45.84157787725058,45.402518329510784,45.82741524698312,85388800
2018-06-08,45.251441955566406,45.32225870517114,44.7958605631141,45.12633392541683,106627200
2018-06-11,45.14049530029297,45.315176130877504,44.89972340097438,45.16882416048117,73234000
